player,season,team,league,pos_,age_,Playing Time_Min,primary_role,secondary_role,primary_role_similarity,secondary_role_similarity,role_confidence,role_ambiguity,primary_role_cluster,secondary_role_cluster
Jonas Martin,1718,Strasbourg,FRA-Ligue 1,MF,27.0,3025,Defensive Anchor,Box-to-Box Engine,29.3,28.7,0.6,99.4,0,3
Alexis Blin,1718,Toulouse,FRA-Ligue 1,MF,20.0,1886,Defensive Anchor,Box-to-Box Engine,45.4,21.2,24.2,75.8,0,3
Giannelli Imbula,1718,Toulouse,FRA-Ligue 1,MF,24.0,2243,Box-to-Box Engine,Defensive Anchor,31.6,25.6,6.0,94.0,3,0
Ibrahim Sangaré,1718,Toulouse,FRA-Ligue 1,MF,19.0,1588,Box-to-Box Engine,Defensive Anchor,31.6,29.9,1.7,98.3,3,0
Jimmy Durmaz,1718,Toulouse,FRA-Ligue 1,"MF,FW",28.0,1028,Creative Playmaker,Ball Progressor,36.5,24.6,11.9,88.1,2,1
Somália,1718,Toulouse,FRA-Ligue 1,"MF,FW",28.0,2002,Defensive Anchor,Ball Progressor,30.5,29.0,1.5,98.5,0,1
Yannick Cahuzac,1718,Toulouse,FRA-Ligue 1,MF,32.0,1518,Defensive Anchor,Ball Progressor,39.7,23.5,16.2,83.8,0,1
Benjamin Nivet,1718,Troyes,FRA-Ligue 1,"MF,FW",40.0,1369,Ball Progressor,Box-to-Box Engine,30.1,26.7,3.4,96.6,1,3
François Bellugou,1718,Troyes,FRA-Ligue 1,MF,30.0,2177,Defensive Anchor,Ball Progressor,42.0,22.3,19.7,80.3,0,1
Karim Azamoum,1718,Troyes,FRA-Ligue 1,MF,27.0,2251,Defensive Anchor,Ball Progressor,38.5,24.8,13.7,86.3,0,1
Rémi Walter,1718,Troyes,FRA-Ligue 1,MF,22.0,997,Defensive Anchor,Box-to-Box Engine,34.4,24.7,9.7,90.3,0,3
Saîf-Eddine Khaoui,1718,Troyes,FRA-Ligue 1,"MF,FW",22.0,1956,Ball Progressor,Box-to-Box Engine,33.4,22.5,10.9,89.1,1,3
Tristan Dingomé,1718,Troyes,FRA-Ligue 1,MF,26.0,1192,Defensive Anchor,Box-to-Box Engine,33.8,26.2,7.6,92.4,0,3
Alexis Blin,1819,Amiens,FRA-Ligue 1,MF,21.0,1990,Defensive Anchor,Box-to-Box Engine,40.7,23.5,17.2,82.8,0,3
Eddy Gnahoré,1819,Amiens,FRA-Ligue 1,MF,24.0,2243,Ball Progressor,Defensive Anchor,30.0,28.2,1.8,98.2,1,0
Mathieu Bodmer,1819,Amiens,FRA-Ligue 1,"MF,FW",35.0,1073,Ball Progressor,Box-to-Box Engine,30.1,24.7,5.4,94.6,1,3
Thomas Monconduit,1819,Amiens,FRA-Ligue 1,MF,27.0,2818,Defensive Anchor,Box-to-Box Engine,38.9,26.8,12.1,87.9,0,3
Angelo Fulgini,1819,Angers,FRA-Ligue 1,"MF,FW",21.0,1635,Ball Progressor,Creative Playmaker,29.4,27.4,2.0,98.0,1,2
Baptiste Santamaria,1819,Angers,FRA-Ligue 1,MF,23.0,3245,Defensive Anchor,Box-to-Box Engine,44.6,22.3,22.3,77.7,0,3
Cheikh N'Doye,1819,Angers,FRA-Ligue 1,MF,32.0,2334,Defensive Anchor,Ball Progressor,32.8,28.2,4.6,95.4,0,1
Flavien Tait,1819,Angers,FRA-Ligue 1,"MF,FW",25.0,2985,Creative Playmaker,Ball Progressor,38.7,23.6,15.1,84.9,2,1
Thomas Mangani,1819,Angers,FRA-Ligue 1,MF,31.0,1598,Box-to-Box Engine,Ball Progressor,31.5,24.2,7.3,92.7,3,1
Jaroslav Plašil,1819,Bordeaux,FRA-Ligue 1,MF,36.0,1443,Defensive Anchor,Box-to-Box Engine,35.4,29.4,6.0,94.0,0,3
Lukas Lerager,1819,Bordeaux,FRA-Ligue 1,MF,25.0,1298,Defensive Anchor,Box-to-Box Engine,38.6,25.6,13.0,87.0,0,3
Lukas Lerager,1819,Bordeaux,FRA-Ligue 1,MF,25.0,1122,Defensive Anchor,Box-to-Box Engine,38.6,25.6,13.0,87.0,0,3
Otávio,1819,Bordeaux,FRA-Ligue 1,MF,24.0,2875,Defensive Anchor,Box-to-Box Engine,36.9,27.0,9.9,90.1,0,3
Toma Bašić,1819,Bordeaux,FRA-Ligue 1,MF,21.0,1333,Ball Progressor,Defensive Anchor,32.7,26.9,5.8,94.2,1,0
Younousse Sankharé,1819,Bordeaux,FRA-Ligue 1,MF,28.0,1476,Ball Progressor,Defensive Anchor,32.3,28.5,3.8,96.2,1,0
Fayçal Fajr,1819,Caen,FRA-Ligue 1,MF,29.0,3240,Box-to-Box Engine,Ball Progressor,33.7,24.5,9.2,90.8,3,1
Ismaël Diomandé,1819,Caen,FRA-Ligue 1,"MF,DF",25.0,1293,Defensive Anchor,Box-to-Box Engine,42.0,22.4,19.6,80.4,0,3
Jessy Deminguet,1819,Caen,FRA-Ligue 1,MF,20.0,1269,Defensive Anchor,Ball Progressor,41.1,22.9,18.2,81.8,0,1
Prince Oniangué,1819,Caen,FRA-Ligue 1,MF,29.0,2343,Defensive Anchor,Ball Progressor,36.7,25.8,10.9,89.1,0,1
Saîf-Eddine Khaoui,1819,Caen,FRA-Ligue 1,"MF,FW",23.0,1353,Ball Progressor,Defensive Anchor,32.1,29.3,2.8,97.2,1,0
Florent Balmont,1819,Dijon,FRA-Ligue 1,MF,38.0,1076,Box-to-Box Engine,Defensive Anchor,30.5,26.7,3.8,96.2,3,0
Jordan Marié,1819,Dijon,FRA-Ligue 1,MF,26.0,1803,Defensive Anchor,Box-to-Box Engine,41.6,23.4,18.2,81.8,0,3
Mehdi Abeid,1819,Dijon,FRA-Ligue 1,MF,25.0,2023,Defensive Anchor,Box-to-Box Engine,34.7,25.6,9.1,90.9,0,3
Naïm Sliti,1819,Dijon,FRA-Ligue 1,"MF,FW",26.0,2286,Creative Playmaker,Ball Progressor,38.5,24.1,14.4,85.6,2,1
Romain Amalfitano,1819,Dijon,FRA-Ligue 1,"MF,FW",28.0,2522,Defensive Anchor,Ball Progressor,35.3,25.2,10.1,89.9,0,1
Lebogang Phiri,1819,Guingamp,FRA-Ligue 1,MF,23.0,1928,Defensive Anchor,Box-to-Box Engine,44.2,23.7,20.5,79.5,0,3
Lucas Deaux,1819,Guingamp,FRA-Ligue 1,MF,29.0,1188,Defensive Anchor,Ball Progressor,29.6,29.3,0.3,99.7,0,1
Ludovic Blas,1819,Guingamp,FRA-Ligue 1,"MF,FW",20.0,2372,Defensive Anchor,Ball Progressor,28.7,28.5,0.2,99.8,0,1
Nicolas Benezet,1819,Guingamp,FRA-Ligue 1,"MF,FW",27.0,1666,Creative Playmaker,Ball Progressor,34.4,26.2,8.2,91.8,2,1
Étienne Didot,1819,Guingamp,FRA-Ligue 1,MF,35.0,2105,Defensive Anchor,Box-to-Box Engine,37.6,26.5,11.1,88.9,0,3
Jonathan Ikone,1819,Lille,FRA-Ligue 1,"MF,FW",20.0,2796,Creative Playmaker,Ball Progressor,30.9,30.3,0.6,99.4,2,1
Thiago Maia,1819,Lille,FRA-Ligue 1,MF,21.0,1021,Defensive Anchor,Box-to-Box Engine,37.8,27.6,10.2,89.8,0,3
Thiago Mendes,1819,Lille,FRA-Ligue 1,MF,26.0,3074,Box-to-Box Engine,Defensive Anchor,35.0,27.2,7.8,92.2,3,0
Xeka,1819,Lille,FRA-Ligue 1,MF,23.0,2260,Defensive Anchor,Box-to-Box Engine,37.1,24.3,12.8,87.2,0,3
Houssem Aouar,1819,Lyon,FRA-Ligue 1,MF,20.0,3061,Box-to-Box Engine,Creative Playmaker,29.8,27.5,2.3,97.7,3,2
Jordan Ferri,1819,Lyon,FRA-Ligue 1,MF,26.0,1874,Box-to-Box Engine,Defensive Anchor,30.0,25.6,4.4,95.6,3,0
Lucas Tousart,1819,Lyon,FRA-Ligue 1,MF,21.0,1727,Defensive Anchor,Box-to-Box Engine,38.1,26.3,11.8,88.2,0,3
Nabil Fekir,1819,Lyon,FRA-Ligue 1,MF,25.0,1988,Creative Playmaker,Ball Progressor,35.0,24.9,10.1,89.9,2,1
Tanguy Ndombele,1819,Lyon,FRA-Ligue 1,MF,21.0,2690,Box-to-Box Engine,Creative Playmaker,36.5,21.2,15.3,84.7,3,2
Dimitri Payet,1819,Marseille,FRA-Ligue 1,"MF,FW",31.0,1904,Creative Playmaker,Ball Progressor,40.5,23.2,17.3,82.7,2,1
Kevin Strootman,1819,Marseille,FRA-Ligue 1,MF,28.0,1942,Defensive Anchor,Box-to-Box Engine,31.6,30.5,1.1,98.9,0,3
Luiz Gustavo,1819,Marseille,FRA-Ligue 1,"MF,DF",31.0,2436,Defensive Anchor,Box-to-Box Engine,37.4,26.0,11.4,88.6,0,3
Maxime Lopez,1819,Marseille,FRA-Ligue 1,MF,20.0,2180,Box-to-Box Engine,Creative Playmaker,32.3,23.9,8.4,91.6,3,2
Morgan Sanson,1819,Marseille,FRA-Ligue 1,MF,23.0,2403,Box-to-Box Engine,Defensive Anchor,32.0,25.7,6.3,93.7,3,0
Adama Traoré,1819,Monaco,FRA-Ligue 1,MF,23.0,902,Ball Progressor,Defensive Anchor,30.8,23.4,7.4,92.6,1,0
Adrien Silva,1819,Monaco,FRA-Ligue 1,MF,29.0,1184,Defensive Anchor,Box-to-Box Engine,32.7,30.4,2.3,97.7,0,3
Aleksandr Golovin,1819,Monaco,FRA-Ligue 1,"MF,FW",22.0,2290,Ball Progressor,Creative Playmaker,34.2,25.0,9.2,90.8,1,2
Cesc Fàbregas,1819,Monaco,FRA-Ligue 1,MF,31.0,966,Box-to-Box Engine,Ball Progressor,33.9,23.1,10.8,89.2,3,1
Jean-Eudes Aholou,1819,Monaco,FRA-Ligue 1,MF,24.0,1075,Defensive Anchor,Box-to-Box Engine,29.5,28.6,0.9,99.1,0,3
Youri Tielemans,1819,Monaco,FRA-Ligue 1,MF,21.0,1086,Box-to-Box Engine,Defensive Anchor,33.4,25.4,8.0,92.0,3,0
Youri Tielemans,1819,Monaco,FRA-Ligue 1,MF,21.0,1680,Box-to-Box Engine,Defensive Anchor,33.4,25.4,8.0,92.0,3,0
Youssef Aït Bennasser,1819,Monaco,FRA-Ligue 1,MF,22.0,1073,Box-to-Box Engine,Defensive Anchor,34.9,27.3,7.6,92.4,3,0
Youssef Aït Bennasser,1819,Monaco,FRA-Ligue 1,MF,22.0,936,Box-to-Box Engine,Defensive Anchor,34.9,27.3,7.6,92.4,3,0
Damien Le Tallec,1819,Montpellier,FRA-Ligue 1,MF,28.0,2805,Defensive Anchor,Ball Progressor,36.5,24.3,12.2,87.8,0,1
Ellyes Skhiri,1819,Montpellier,FRA-Ligue 1,MF,23.0,3090,Defensive Anchor,Box-to-Box Engine,37.2,27.1,10.1,89.9,0,3
Florent Mollet,1819,Montpellier,FRA-Ligue 1,MF,26.0,2564,Creative Playmaker,Ball Progressor,34.7,26.9,7.8,92.2,2,1
Junior Sambia,1819,Montpellier,FRA-Ligue 1,"MF,FW",21.0,926,Creative Playmaker,Ball Progressor,31.3,29.3,2.0,98.0,2,1
Paul Lasne,1819,Montpellier,FRA-Ligue 1,"MF,DF",29.0,1789,Defensive Anchor,Box-to-Box Engine,30.5,28.8,1.7,98.3,0,3
Abdoulaye Touré,1819,Nantes,FRA-Ligue 1,MF,24.0,2749,Defensive Anchor,Box-to-Box Engine,36.5,26.0,10.5,89.5,0,3
Andrei Girotto,1819,Nantes,FRA-Ligue 1,MF,26.0,1475,Defensive Anchor,Box-to-Box Engine,39.5,24.3,15.2,84.8,0,3
Rene Krhin,1819,Nantes,FRA-Ligue 1,MF,28.0,1057,Defensive Anchor,Box-to-Box Engine,39.1,23.6,15.5,84.5,0,3
Samuel Moutoussamy,1819,Nantes,FRA-Ligue 1,"MF,FW",21.0,1648,Ball Progressor,Defensive Anchor,41.6,21.8,19.8,80.2,1,0
Valentin Rongier,1819,Nantes,FRA-Ligue 1,MF,23.0,3226,Box-to-Box Engine,Ball Progressor,32.1,24.3,7.8,92.2,3,1
Adrien Tameze,1819,Nice,FRA-Ligue 1,MF,24.0,2942,Defensive Anchor,Box-to-Box Engine,40.7,25.3,15.4,84.6,0,3
Danilo Barbosa,1819,Nice,FRA-Ligue 1,MF,22.0,1548,Defensive Anchor,Ball Progressor,32.3,30.0,2.3,97.7,0,1
Jean-Victor Makengo,1819,Nice,FRA-Ligue 1,"MF,FW",20.0,1029,Ball Progressor,Defensive Anchor,31.8,23.7,8.1,91.9,1,0
Pierre Lees-Melou,1819,Nice,FRA-Ligue 1,MF,25.0,2394,Defensive Anchor,Box-to-Box Engine,32.0,27.5,4.5,95.5,0,3
Wylan Cyprien,1819,Nice,FRA-Ligue 1,MF,23.0,2360,Box-to-Box Engine,Ball Progressor,31.8,24.0,7.8,92.2,3,1
Antonin Bobichon,1819,Nîmes,FRA-Ligue 1,MF,22.0,2153,Ball Progressor,Defensive Anchor,32.5,26.0,6.5,93.5,1,0
Denis Bouanga,1819,Nîmes,FRA-Ligue 1,"MF,FW",23.0,2633,Ball Progressor,Creative Playmaker,35.8,24.3,11.5,88.5,1,2
Jordan Ferri,1819,Nîmes,FRA-Ligue 1,MF,26.0,1874,Box-to-Box Engine,Defensive Anchor,35.7,22.9,12.8,87.2,3,0
Sada Thioub,1819,Nîmes,FRA-Ligue 1,"MF,FW",23.0,2476,Creative Playmaker,Ball Progressor,31.4,28.9,2.5,97.5,2,1
Theo Valls,1819,Nîmes,FRA-Ligue 1,MF,22.0,1770,Defensive Anchor,Ball Progressor,39.3,25.0,14.3,85.7,0,1
Téji Savanier,1819,Nîmes,FRA-Ligue 1,MF,26.0,2864,Box-to-Box Engine,Creative Playmaker,31.5,24.1,7.4,92.6,3,2
Adrien Rabiot,1819,Paris S-G,FRA-Ligue 1,MF,23.0,1063,Box-to-Box Engine,Creative Playmaker,31.2,23.4,7.8,92.2,3,2
Christopher Nkunku,1819,Paris S-G,FRA-Ligue 1,"MF,FW",20.0,1156,Creative Playmaker,Ball Progressor,36.2,26.5,9.7,90.3,2,1
Dani Alves,1819,Paris S-G,FRA-Ligue 1,"MF,DF",35.0,1622,Creative Playmaker,Box-to-Box Engine,31.0,27.2,3.8,96.2,2,3
Giovani Lo Celso,1819,Paris S-G,FRA-Ligue 1,MF,22.0,2397,Defensive Anchor,Box-to-Box Engine,27.4,27.3,0.1,99.9,0,3
Julian Draxler,1819,Paris S-G,FRA-Ligue 1,"MF,FW",24.0,2046,Creative Playmaker,Box-to-Box Engine,34.2,25.8,8.4,91.6,2,3
Leandro Paredes,1819,Paris S-G,FRA-Ligue 1,MF,24.0,1249,Box-to-Box Engine,Defensive Anchor,37.2,24.4,12.8,87.2,3,0
Marco Verratti,1819,Paris S-G,FRA-Ligue 1,MF,25.0,1879,Box-to-Box Engine,Creative Playmaker,32.0,24.2,7.8,92.2,3,2
Moussa Diaby,1819,Paris S-G,FRA-Ligue 1,"MF,DF",19.0,1141,Creative Playmaker,Ball Progressor,34.6,26.1,8.5,91.5,2,1
Neymar,1819,Paris S-G,FRA-Ligue 1,"MF,FW",26.0,1439,Creative Playmaker,Ball Progressor,32.3,24.0,8.3,91.7,2,1
Alaixys Romao,1819,Reims,FRA-Ligue 1,MF,34.0,3160,Defensive Anchor,Box-to-Box Engine,42.8,23.6,19.2,80.8,0,3
Tristan Dingomé,1819,Reims,FRA-Ligue 1,MF,27.0,1344,Ball Progressor,Box-to-Box Engine,32.0,23.5,8.5,91.5,1,3
Xavier Chavalerin,1819,Reims,FRA-Ligue 1,MF,27.0,3240,Defensive Anchor,Box-to-Box Engine,36.1,25.1,11.0,89.0,0,3
Benjamin André,1819,Rennes,FRA-Ligue 1,MF,27.0,2495,Box-to-Box Engine,Defensive Anchor,31.4,30.3,1.1,98.9,3,0
Benjamin Bourigeaud,1819,Rennes,FRA-Ligue 1,"MF,FW",24.0,2425,Ball Progressor,Creative Playmaker,34.5,22.6,11.9,88.1,1,2
Clément Grenier,1819,Rennes,FRA-Ligue 1,MF,27.0,2668,Box-to-Box Engine,Ball Progressor,38.1,22.2,15.9,84.1,3,1
James Lea Siliki,1819,Rennes,FRA-Ligue 1,"MF,FW",22.0,1220,Ball Progressor,Creative Playmaker,37.4,21.5,15.9,84.1,1,2
Romain Del Castillo,1819,Rennes,FRA-Ligue 1,"MF,FW",22.0,1343,Creative Playmaker,Ball Progressor,29.3,27.6,1.7,98.3,2,1
Ole Selnæs,1819,Saint-Étienne,FRA-Ligue 1,MF,24.0,1669,Defensive Anchor,Box-to-Box Engine,31.6,30.9,0.7,99.3,0,3
Rémy Cabella,1819,Saint-Étienne,FRA-Ligue 1,"MF,FW",28.0,2997,Creative Playmaker,Box-to-Box Engine,34.1,24.0,10.1,89.9,2,3
Yann M'Vila,1819,Saint-Étienne,FRA-Ligue 1,MF,28.0,3258,Defensive Anchor,Box-to-Box Engine,37.1,28.0,9.1,90.9,0,3
Youssef Aït Bennasser,1819,Saint-Étienne,FRA-Ligue 1,MF,22.0,1073,Defensive Anchor,Box-to-Box Engine,36.5,29.1,7.4,92.6,0,3
Youssef Aït Bennasser,1819,Saint-Étienne,FRA-Ligue 1,MF,22.0,936,Defensive Anchor,Box-to-Box Engine,36.5,29.1,7.4,92.6,0,3
Adrien Thomasson,1819,Strasbourg,FRA-Ligue 1,"MF,FW",24.0,2479,Ball Progressor,Creative Playmaker,33.8,25.1,8.7,91.3,1,2
Anthony Gonçalves,1819,Strasbourg,FRA-Ligue 1,"MF,FW",32.0,1058,Ball Progressor,Creative Playmaker,28.4,27.6,0.8,99.2,1,2
Dimitri Liénard,1819,Strasbourg,FRA-Ligue 1,"MF,DF",30.0,1291,Box-to-Box Engine,Ball Progressor,28.9,27.1,1.8,98.2,3,1
Ibrahima Sissoko,1819,Strasbourg,FRA-Ligue 1,MF,20.0,2665,Defensive Anchor,Box-to-Box Engine,36.2,25.6,10.6,89.4,0,3
Jonas Martin,1819,Strasbourg,FRA-Ligue 1,MF,28.0,2059,Box-to-Box Engine,Defensive Anchor,36.5,26.8,9.7,90.3,3,0
Sanjin Prcić,1819,Strasbourg,FRA-Ligue 1,MF,24.0,1053,Box-to-Box Engine,Defensive Anchor,35.1,24.8,10.3,89.7,3,0
Youssouf Fofana,1819,Strasbourg,FRA-Ligue 1,MF,19.0,912,Defensive Anchor,Ball Progressor,32.8,27.2,5.6,94.4,0,1
Ibrahim Sangaré,1819,Toulouse,FRA-Ligue 1,MF,20.0,2467,Box-to-Box Engine,Defensive Anchor,32.5,29.2,3.3,96.7,3,0
Jimmy Durmaz,1819,Toulouse,FRA-Ligue 1,"MF,FW",29.0,1899,Creative Playmaker,Ball Progressor,33.5,25.5,8.0,92.0,2,1
John Bostock,1819,Toulouse,FRA-Ligue 1,MF,26.0,984,Defensive Anchor,Box-to-Box Engine,34.8,24.7,10.1,89.9,0,3
Kalidou Sidibé,1819,Toulouse,FRA-Ligue 1,MF,19.0,1259,Defensive Anchor,Box-to-Box Engine,40.2,23.0,17.2,82.8,0,3
Manu García,1819,Toulouse,FRA-Ligue 1,MF,20.0,2330,Ball Progressor,Box-to-Box Engine,29.3,27.4,1.9,98.1,1,3
Manu García,1819,Toulouse,FRA-Ligue 1,MF,20.0,1843,Ball Progressor,Box-to-Box Engine,29.3,27.4,1.9,98.1,1,3
Yannick Cahuzac,1819,Toulouse,FRA-Ligue 1,"MF,DF",33.0,1431,Defensive Anchor,Ball Progressor,42.3,22.4,19.9,80.1,0,1
Alexis Blin,1920,Amiens,FRA-Ligue 1,MF,22.0,1841,Defensive Anchor,Box-to-Box Engine,42.1,23.3,18.8,81.2,0,3
Bongani Zungu,1920,Amiens,FRA-Ligue 1,MF,26.0,992,Defensive Anchor,Box-to-Box Engine,38.2,25.3,12.9,87.1,0,3
Eddy Gnahoré,1920,Amiens,FRA-Ligue 1,MF,25.0,1133,Defensive Anchor,Box-to-Box Engine,34.2,25.9,8.3,91.7,0,3
Gaël Kakuta,1920,Amiens,FRA-Ligue 1,"MF,FW",28.0,2001,Ball Progressor,Creative Playmaker,34.6,25.0,9.6,90.4,1,2
Thomas Monconduit,1920,Amiens,FRA-Ligue 1,MF,28.0,1364,Defensive Anchor,Box-to-Box Engine,36.0,25.0,11.0,89.0,0,3
Angelo Fulgini,1920,Angers,FRA-Ligue 1,MF,22.0,1579,Box-to-Box Engine,Creative Playmaker,27.9,27.7,0.2,99.8,3,2
Baptiste Santamaria,1920,Angers,FRA-Ligue 1,MF,24.0,2505,Defensive Anchor,Box-to-Box Engine,39.0,26.9,12.1,87.9,0,3
Mathias Pereira Lage,1920,Angers,FRA-Ligue 1,MF,22.0,1542,Ball Progressor,Creative Playmaker,36.4,23.3,13.1,86.9,1,2
Pierrick Capelle,1920,Angers,FRA-Ligue 1,"MF,DF",32.0,1747,Ball Progressor,Defensive Anchor,33.2,24.8,8.4,91.6,1,0
Sada Thioub,1920,Angers,FRA-Ligue 1,"MF,FW",24.0,1508,Creative Playmaker,Ball Progressor,30.1,28.6,1.5,98.5,2,1
Thomas Mangani,1920,Angers,FRA-Ligue 1,MF,32.0,1871,Box-to-Box Engine,Ball Progressor,32.6,24.0,8.6,91.4,3,1
Aurélien Tchouaméni,1920,Bordeaux,FRA-Ligue 1,MF,19.0,1110,Defensive Anchor,Box-to-Box Engine,35.1,28.5,6.6,93.4,0,3
Nicolas de Préville,1920,Bordeaux,FRA-Ligue 1,"MF,FW",28.0,1995,Creative Playmaker,Ball Progressor,36.7,27.4,9.3,90.7,2,1
Otávio,1920,Bordeaux,FRA-Ligue 1,MF,25.0,2211,Defensive Anchor,Box-to-Box Engine,37.9,26.3,11.6,88.4,0,3
Toma Bašić,1920,Bordeaux,FRA-Ligue 1,MF,22.0,991,Box-to-Box Engine,Ball Progressor,33.3,23.4,9.9,90.1,3,1
Yacine Adli,1920,Bordeaux,FRA-Ligue 1,MF,19.0,1020,Ball Progressor,Creative Playmaker,27.5,26.7,0.8,99.2,1,2
Cristian Battocchio,1920,Brest,FRA-Ligue 1,MF,27.0,1392,Box-to-Box Engine,Defensive Anchor,29.5,27.3,2.2,97.8,3,0
Haris Belkebla,1920,Brest,FRA-Ligue 1,MF,25.0,1816,Defensive Anchor,Box-to-Box Engine,37.5,24.1,13.4,86.6,0,3
Ibrahima Diallo,1920,Brest,FRA-Ligue 1,MF,20.0,1561,Defensive Anchor,Box-to-Box Engine,35.3,27.0,8.3,91.7,0,3
Mathias Autret,1920,Brest,FRA-Ligue 1,"MF,FW",28.0,1222,Creative Playmaker,Ball Progressor,32.1,29.1,3.0,97.0,2,1
Paul Lasne,1920,Brest,FRA-Ligue 1,"MF,FW",30.0,1224,Ball Progressor,Defensive Anchor,31.8,25.6,6.2,93.8,1,0
Didier Ibrahim Ndong,1920,Dijon,FRA-Ligue 1,MF,25.0,2386,Defensive Anchor,Box-to-Box Engine,39.0,26.3,12.7,87.3,0,3
Mounir Chouiar,1920,Dijon,FRA-Ligue 1,"MF,FW",20.0,1506,Creative Playmaker,Ball Progressor,30.5,26.9,3.6,96.4,2,1
Romain Amalfitano,1920,Dijon,FRA-Ligue 1,MF,29.0,1695,Defensive Anchor,Box-to-Box Engine,37.3,26.6,10.7,89.3,0,3
Wesley Lautoa,1920,Dijon,FRA-Ligue 1,"MF,DF",31.0,1869,Defensive Anchor,Box-to-Box Engine,40.3,24.5,15.8,84.2,0,3
Benjamin André,1920,Lille,FRA-Ligue 1,MF,28.0,2054,Defensive Anchor,Box-to-Box Engine,35.4,27.6,7.8,92.2,0,3
Boubakary Soumaré,1920,Lille,FRA-Ligue 1,MF,20.0,1213,Defensive Anchor,Box-to-Box Engine,32.5,28.1,4.4,95.6,0,3
Jonathan Ikone,1920,Lille,FRA-Ligue 1,"MF,FW",21.0,2057,Ball Progressor,Creative Playmaker,32.6,30.2,2.4,97.6,1,2
Renato Sanches,1920,Lille,FRA-Ligue 1,"MF,FW",21.0,1483,Box-to-Box Engine,Creative Playmaker,31.1,26.1,5.0,95.0,3,2
Houssem Aouar,1920,Lyon,FRA-Ligue 1,"MF,FW",21.0,1956,Creative Playmaker,Ball Progressor,30.2,26.1,4.1,95.9,2,1
Lucas Tousart,1920,Lyon,FRA-Ligue 1,MF,22.0,1763,Defensive Anchor,Box-to-Box Engine,42.0,23.7,18.3,81.7,0,3
Thiago Mendes,1920,Lyon,FRA-Ligue 1,MF,27.0,1812,Defensive Anchor,Box-to-Box Engine,31.3,31.1,0.2,99.8,0,3
Kevin Strootman,1920,Marseille,FRA-Ligue 1,MF,29.0,1416,Defensive Anchor,Box-to-Box Engine,31.9,30.4,1.5,98.5,0,3
Maxime Lopez,1920,Marseille,FRA-Ligue 1,"MF,FW",21.0,1110,Box-to-Box Engine,Creative Playmaker,27.5,26.9,0.6,99.4,3,2
Morgan Sanson,1920,Marseille,FRA-Ligue 1,MF,24.0,2173,Ball Progressor,Box-to-Box Engine,31.2,24.1,7.1,92.9,1,3
Valentin Rongier,1920,Marseille,FRA-Ligue 1,MF,24.0,1790,Box-to-Box Engine,Defensive Anchor,31.5,29.6,1.9,98.1,3,0
Habib Maïga,1920,Metz,FRA-Ligue 1,MF,23.0,2266,Defensive Anchor,Box-to-Box Engine,30.8,30.5,0.3,99.7,0,3
Kévin N'Doram,1920,Metz,FRA-Ligue 1,MF,23.0,1646,Defensive Anchor,Box-to-Box Engine,42.8,23.6,19.2,80.8,0,3
Victorien Angban,1920,Metz,FRA-Ligue 1,MF,22.0,1029,Defensive Anchor,Box-to-Box Engine,32.8,28.4,4.4,95.6,0,3
Adama Traoré,1920,Monaco,FRA-Ligue 1,MF,24.0,2605,Defensive Anchor,Ball Progressor,28.2,25.7,2.5,97.5,0,1
Adama Traoré,1920,Monaco,FRA-Ligue 1,MF,24.0,1007,Defensive Anchor,Ball Progressor,28.2,25.7,2.5,97.5,0,1
Adrien Silva,1920,Monaco,FRA-Ligue 1,MF,30.0,1221,Box-to-Box Engine,Defensive Anchor,34.9,28.4,6.5,93.5,3,0
Aleksandr Golovin,1920,Monaco,FRA-Ligue 1,MF,23.0,2061,Creative Playmaker,Box-to-Box Engine,31.3,26.7,4.6,95.4,2,3
Aurélien Tchouaméni,1920,Monaco,FRA-Ligue 1,MF,19.0,1110,Ball Progressor,Defensive Anchor,27.0,25.9,1.1,98.9,1,0
Cesc Fàbregas,1920,Monaco,FRA-Ligue 1,MF,32.0,930,Creative Playmaker,Box-to-Box Engine,28.7,27.1,1.6,98.4,2,3
Tiemoué Bakayoko,1920,Monaco,FRA-Ligue 1,MF,24.0,1719,Defensive Anchor,Box-to-Box Engine,31.8,29.6,2.2,97.8,0,3
Youssouf Fofana,1920,Monaco,FRA-Ligue 1,MF,20.0,1008,Box-to-Box Engine,Defensive Anchor,32.0,26.2,5.8,94.2,3,0
Damien Le Tallec,1920,Montpellier,FRA-Ligue 1,"MF,DF",29.0,2458,Defensive Anchor,Ball Progressor,39.6,24.5,15.1,84.9,0,1
Florent Mollet,1920,Montpellier,FRA-Ligue 1,"MF,FW",27.0,1684,Creative Playmaker,Ball Progressor,32.7,28.7,4.0,96.0,2,1
Jordan Ferri,1920,Montpellier,FRA-Ligue 1,MF,27.0,1150,Box-to-Box Engine,Ball Progressor,33.8,23.5,10.3,89.7,3,1
Joris Chotard,1920,Montpellier,FRA-Ligue 1,MF,17.0,1251,Defensive Anchor,Box-to-Box Engine,41.6,22.6,19.0,81.0,0,3
Téji Savanier,1920,Montpellier,FRA-Ligue 1,MF,27.0,1524,Box-to-Box Engine,Defensive Anchor,31.8,23.9,7.9,92.1,3,0
Abdoulaye Touré,1920,Nantes,FRA-Ligue 1,MF,25.0,2221,Defensive Anchor,Box-to-Box Engine,36.3,27.0,9.3,90.7,0,3
